19:07:01.619811 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:02.449367 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:03.452027 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:04.622817 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:04.840262 ARP, Request who-has 192.168.184.132 (Broadcast) tell 192.168.184.131, length 46
19:07:04.840945 ARP, Reply 192.168.184.132 is-at 00:0c:29:89:bb:aa (oui Unknown), length 46
19:07:05.040806 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:05.450558 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:06.043188 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:06.449101 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:07.043045 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:07.629265 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:07.756949 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:08.451242 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:08.760092 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:09.045196 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:09.451225 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:09.760228 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:10.046685 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:10.632524 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:10.761448 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:11.046675 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:11.452645 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:12.451937 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:13.047367 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:13.637385 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:14.045034 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:14.450992 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:15.046835 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:15.449035 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:16.643481 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:17.451972 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:18.049667 IP 192.168.184.131.52872 > 192.168.184.132.mysql: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.254414 IP 192.168.184.131.52872 > 192.168.184.132.616: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.254435 IP 192.168.184.131.52872 > 192.168.184.132.8292: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.254462 IP 192.168.184.132.9009 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.254500 IP 192.168.184.132.32774 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.254516 IP 192.168.184.132.sane-port > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.254546 IP 192.168.184.132.2500 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.254562 IP 192.168.184.132.3052 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.254626 IP 192.168.184.132.1061 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.254659 IP 192.168.184.132.9900 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.254692 IP 192.168.184.132.9594 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.254709 IP 192.168.184.132.55600 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.254757 IP 192.168.184.132.1124 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.254776 IP 192.168.184.132.616 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.254847 IP 192.168.184.132.8292 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.354336 IP 192.168.184.131.52873 > 192.168.184.132.9594: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354471 IP 192.168.184.131.52873 > 192.168.184.132.9900: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354501 IP 192.168.184.131.52873 > 192.168.184.132.1061: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354518 IP 192.168.184.131.52873 > 192.168.184.132.3052: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354545 IP 192.168.184.131.52873 > 192.168.184.132.2500: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354572 IP 192.168.184.131.52873 > 192.168.184.132.sane-port: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354589 IP 192.168.184.131.52873 > 192.168.184.132.32774: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354615 IP 192.168.184.131.52873 > 192.168.184.132.9009: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354642 IP 192.168.184.131.52873 > 192.168.184.132.1086: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354672 IP 192.168.184.131.52873 > 192.168.184.132.6510: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354728 IP 192.168.184.132.9594 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.354760 IP 192.168.184.132.9900 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.354788 IP 192.168.184.132.1061 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.354804 IP 192.168.184.132.3052 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.354830 IP 192.168.184.131.52873 > 192.168.184.132.7778: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354851 IP 192.168.184.131.52873 > 192.168.184.132.27355: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354878 IP 192.168.184.131.52873 > 192.168.184.132.62078: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354915 IP 192.168.184.131.52873 > 192.168.184.132.9485: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354953 IP 192.168.184.131.52873 > 192.168.184.132.radius: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.354994 IP 192.168.184.132.2500 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355026 IP 192.168.184.132.sane-port > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355053 IP 192.168.184.132.32774 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355072 IP 192.168.184.132.9009 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355088 IP 192.168.184.132.1086 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355114 IP 192.168.184.132.6510 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355141 IP 192.168.184.132.7778 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355158 IP 192.168.184.132.27355 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355184 IP 192.168.184.132.62078 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355211 IP 192.168.184.132.9485 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355240 IP 192.168.184.132.radius > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355269 IP 192.168.184.131.52873 > 192.168.184.132.5802: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355350 IP 192.168.184.131.52873 > 192.168.184.132.2033: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355367 IP 192.168.184.131.52873 > 192.168.184.132.1141: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355394 IP 192.168.184.131.52873 > 192.168.184.132.4111: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355421 IP 192.168.184.131.52873 > 192.168.184.132.8100: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355439 IP 192.168.184.131.52873 > 192.168.184.132.8009: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355465 IP 192.168.184.131.52873 > 192.168.184.132.search: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355494 IP 192.168.184.131.52873 > 192.168.184.132.52822: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355511 IP 192.168.184.131.52873 > 192.168.184.132.8443: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355538 IP 192.168.184.131.52873 > 192.168.184.132.555: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355567 IP 192.168.184.131.52873 > 192.168.184.132.5054: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355594 IP 192.168.184.131.52873 > 192.168.184.132.6: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355614 IP 192.168.184.131.52873 > 192.168.184.132.1719: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355642 IP 192.168.184.131.52873 > 192.168.184.132.1036: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.355684 IP 192.168.184.132.5802 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355779 IP 192.168.184.132.2033 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355813 IP 192.168.184.132.1141 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355831 IP 192.168.184.132.4111 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355862 IP 192.168.184.132.8100 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355883 IP 192.168.184.132.8009 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355909 IP 192.168.184.132.search > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355936 IP 192.168.184.132.52822 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355952 IP 192.168.184.132.8443 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.355979 IP 192.168.184.132.555 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.356006 IP 192.168.184.132.5054 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.356034 IP 192.168.184.132.6 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.356051 IP 192.168.184.132.1719 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.356078 IP 192.168.184.132.1036 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.358195 IP 192.168.184.131.52873 > 192.168.184.132.8292: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.358314 IP 192.168.184.131.52873 > 192.168.184.132.616: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.358336 IP 192.168.184.131.52873 > 192.168.184.132.1124: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.358357 IP 192.168.184.131.52873 > 192.168.184.132.55600: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.358608 IP 192.168.184.132.8292 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.358706 IP 192.168.184.132.616 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.358728 IP 192.168.184.132.1124 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.358746 IP 192.168.184.132.55600 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.456098 IP 192.168.184.131.52872 > 192.168.184.132.3333: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.456421 IP 192.168.184.132.3333 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.463807 IP 192.168.184.131.52872 > 192.168.184.132.4129: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.464125 IP 192.168.184.132.4129 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.471701 IP 192.168.184.131.52872 > 192.168.184.132.212: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.472013 IP 192.168.184.132.212 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.479371 IP 192.168.184.131.52872 > 192.168.184.132.5679: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.479697 IP 192.168.184.132.5679 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.487121 IP 192.168.184.131.52872 > 192.168.184.132.3: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.487449 IP 192.168.184.132.3 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.494947 IP 192.168.184.131.52872 > 192.168.184.132.6123: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.495333 IP 192.168.184.132.6123 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.502720 IP 192.168.184.131.52872 > 192.168.184.132.9050: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.503051 IP 192.168.184.132.9050 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.510726 IP 192.168.184.131.52872 > 192.168.184.132.6789: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.510937 IP 192.168.184.132.6789 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.518441 IP 192.168.184.131.52872 > 192.168.184.132.1062: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.518694 IP 192.168.184.132.1062 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.526271 IP 192.168.184.131.52872 > 192.168.184.132.8082: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.526496 IP 192.168.184.132.8082 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.534055 IP 192.168.184.131.52872 > 192.168.184.132.16113: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.534278 IP 192.168.184.132.16113 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.541862 IP 192.168.184.131.52872 > 192.168.184.132.1169: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.542081 IP 192.168.184.132.1169 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.549675 IP 192.168.184.131.52872 > 192.168.184.132.msnp: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.549906 IP 192.168.184.132.msnp > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.557661 IP 192.168.184.131.52873 > 192.168.184.132.3333: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.557894 IP 192.168.184.132.3333 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.565277 IP 192.168.184.131.52873 > 192.168.184.132.4129: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.565504 IP 192.168.184.132.4129 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.573084 IP 192.168.184.131.52873 > 192.168.184.132.212: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.573306 IP 192.168.184.132.212 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.580997 IP 192.168.184.131.52873 > 192.168.184.132.5679: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.581224 IP 192.168.184.132.5679 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.588756 IP 192.168.184.131.52873 > 192.168.184.132.3: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.588986 IP 192.168.184.132.3 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.596507 IP 192.168.184.131.52873 > 192.168.184.132.6123: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.596726 IP 192.168.184.132.6123 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.604328 IP 192.168.184.131.52873 > 192.168.184.132.9050: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.604556 IP 192.168.184.132.9050 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.612187 IP 192.168.184.131.52873 > 192.168.184.132.6789: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.612435 IP 192.168.184.132.6789 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.620048 IP 192.168.184.131.52873 > 192.168.184.132.1062: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.620257 IP 192.168.184.132.1062 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.627754 IP 192.168.184.131.52873 > 192.168.184.132.8082: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.627959 IP 192.168.184.132.8082 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.637295 IP 192.168.184.131.52873 > 192.168.184.132.16113: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.637511 IP 192.168.184.132.16113 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.643410 IP 192.168.184.131.52873 > 192.168.184.132.1169: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.643636 IP 192.168.184.132.1169 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.655142 IP 192.168.184.131.52872 > 192.168.184.132.1580: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.655372 IP 192.168.184.132.1580 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.666833 IP 192.168.184.131.52872 > 192.168.184.132.58080: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.667068 IP 192.168.184.132.58080 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.678554 IP 192.168.184.131.52872 > 192.168.184.132.787: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.678749 IP 192.168.184.132.787 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.690277 IP 192.168.184.131.52872 > 192.168.184.132.6106: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.690486 IP 192.168.184.132.6106 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.702006 IP 192.168.184.131.52872 > 192.168.184.132.1417: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.702232 IP 192.168.184.132.1417 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.714428 IP 192.168.184.131.52872 > 192.168.184.132.85: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.714637 IP 192.168.184.132.85 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.725520 IP 192.168.184.131.52872 > 192.168.184.132.1079: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.725742 IP 192.168.184.132.1079 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.737132 IP 192.168.184.131.52872 > 192.168.184.132.5811: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.737371 IP 192.168.184.132.5811 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.748875 IP 192.168.184.131.52872 > 192.168.184.132.3404: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.749085 IP 192.168.184.132.3404 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.760817 IP 192.168.184.131.52873 > 192.168.184.132.1580: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.761031 IP 192.168.184.132.1580 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.772319 IP 192.168.184.131.52873 > 192.168.184.132.58080: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.772564 IP 192.168.184.132.58080 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.784174 IP 192.168.184.131.52873 > 192.168.184.132.787: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.784397 IP 192.168.184.132.787 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.795790 IP 192.168.184.131.52873 > 192.168.184.132.6106: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.796010 IP 192.168.184.132.6106 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.807463 IP 192.168.184.131.52873 > 192.168.184.132.1417: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.807702 IP 192.168.184.132.1417 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.819189 IP 192.168.184.131.52873 > 192.168.184.132.85: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.819415 IP 192.168.184.132.85 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.830933 IP 192.168.184.131.52873 > 192.168.184.132.1079: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.831161 IP 192.168.184.132.1079 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.842673 IP 192.168.184.131.52873 > 192.168.184.132.5811: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.842841 IP 192.168.184.132.5811 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.854482 IP 192.168.184.131.52872 > 192.168.184.132.16001: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.854801 IP 192.168.184.132.16001 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.866073 IP 192.168.184.131.52872 > 192.168.184.132.1755: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.866306 IP 192.168.184.132.1755 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.877738 IP 192.168.184.131.52872 > 192.168.184.132.ms-sql-m: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.878020 IP 192.168.184.132.ms-sql-m > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.889456 IP 192.168.184.131.52872 > 192.168.184.132.3211: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.889775 IP 192.168.184.132.3211 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.901151 IP 192.168.184.131.52872 > 192.168.184.132.2998: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.902390 IP 192.168.184.132.2998 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.913047 IP 192.168.184.131.52872 > 192.168.184.132.1097: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:19.913337 IP 192.168.184.132.1097 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:19.955801 IP 192.168.184.131.52873 > 192.168.184.132.16001: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.956097 IP 192.168.184.132.16001 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.967427 IP 192.168.184.131.52873 > 192.168.184.132.1755: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.967718 IP 192.168.184.132.1755 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.979220 IP 192.168.184.131.52873 > 192.168.184.132.ms-sql-m: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.979519 IP 192.168.184.132.ms-sql-m > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:19.990940 IP 192.168.184.131.52873 > 192.168.184.132.3211: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:19.991231 IP 192.168.184.132.3211 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:20.002632 IP 192.168.184.131.52873 > 192.168.184.132.2998: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:20.002898 IP 192.168.184.132.2998 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:20.014451 IP 192.168.184.131.52873 > 192.168.184.132.1097: Flags [FPU], seq 1457118848, win 1024, urg 0, length 0
19:07:20.014730 IP 192.168.184.132.1097 > 192.168.184.131.52873: Flags [R.], seq 0, ack 1457118849, win 0, length 0
19:07:20.057302 IP 192.168.184.131.52872 > 192.168.184.132.16993: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:20.057600 IP 192.168.184.132.16993 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:20.080791 IP 192.168.184.131.52872 > 192.168.184.132.9290: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:07:20.081084 IP 192.168.184.132.9290 > 192.168.184.131.52872: Flags [R.], seq 0, ack 1457053314, win 0, length 0
19:07:20.104326 IP 192.168.184.131.52872 > 192.168.184.132.259: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
